,race,gender,date,zip,income,type,interest,term,principal,approved,adj_bls_2,id
1464,hispanic/latino,female,2013-03-01,60623,7217,auto,6.384909042416281,60,14906,False,0.14,AP20133-3-55
1465,white,non-binary,2011-01-01,60625,17383,auto,5.414947333946794,72,17575,True,0.17,AP20111-2-98
1466,hispanic/latino,female,2013-01-01,60626,132132,home,2.8379888876316794,300,897163,False,0.14,AP20131-3-8
1467,black,male,2013-06-01,60626,20112,auto,6.01903194596257,72,124,False,0.09,AP20136-2-57
1468,hispanic/latino,male,2015-12-01,60625,86940,home,4.235779277321487,360,547470,True,0.24,AP201512-0-63
1469,white,male,2015-01-01,60614,89990,home,2.336260874323471,300,588695,True,0.11,AP20151-0-89
1470,black,female,2017-07-01,60615,3061,home,2.5555520960315192,360,19834,False,1.15,AP20177-3-12
1471,white,male,2016-03-01,60614,205144,auto,6.10788208666422,72,77110,True,0.36,AP20163-3-61
1472,black,male,2017-05-01,60615,26331,auto,5.285192033579402,60,6665,False,0.91,AP20175-2-64
1473,hispanic/latino,female,2018-07-01,60625,107542,auto,7.419042206514902,60,27448,True,1.91,AP20187-2-61
1474,white,female,2015-07-01,60626,40576,personal,5.181567489411312,48,2013,False,0.13,AP20157-1-7
1475,black,female,2016-03-01,60615,61815,auto,3.7472189003896923,60,62983,False,0.36,AP20163-1-33
1476,asian,female,2013-06-01,60637,412,auto,3.8890372707288816,72,15072,False,0.09,AP20136-0-41
1477,black,male,2018-04-01,60615,31737,auto,5.421199608448525,84,22006,False,1.69,AP20184-0-44
1478,white,female,2018-07-01,60614,135803,home,5.356450359702908,240,880697,True,1.91,AP20187-0-55
1479,black,male,2017-04-01,60626,67671,home,1.5329713358283676,360,412816,False,0.9,AP20174-0-48
1480,black,female,2015-12-01,60623,21126,personal,11.627730339288988,12,7148,False,0.24,AP201512-0-99
1481,white,male,2016-04-01,60625,71618,home,2.6513226881447096,360,345991,True,0.37,AP20164-0-64
1482,black,male,2018-10-01,60637,29792,auto,7.824312346883993,72,64291,False,2.19,AP201810-2-13
1483,other,female,2011-05-01,60614,145199,home,2.502778162534246,300,1103654,True,0.09,AP20115-0-70
1484,other,male,2013-05-01,60625,82730,home,2.5019163306178007,360,468603,True,0.11,AP20135-3-61
1485,white,female,2015-08-01,60625,30531,auto,5.811105897545476,72,20370,True,0.14,AP20158-1-88
1486,white,female,2011-01-01,60614,119598,home,5.883576369074601,360,916749,True,0.17,AP20111-1-15
1487,black,female,2016-10-01,60614,43902,auto,5.067000459668606,72,81,False,0.4,AP201610-2-27
1488,white,female,2016-07-01,60614,25357,auto,4.00416539559325,72,5898,False,0.39,AP20167-0-100
1489,black,male,2013-10-01,60623,61897,auto,5.747241319235657,72,937,False,0.09,AP201310-1-8
1490,black,male,2018-05-01,60637,41109,home,2.792785283466862,360,367608,False,1.7,AP20185-0-30
1491,black,female,2015-06-01,60637,30634,auto,4.936689598702633,60,9260,False,0.13,AP20156-2-18
1492,black,female,2013-10-01,60637,80990,home,0.3192933607868961,300,554409,False,0.09,AP201310-3-13
1493,hispanic/latino,male,2018-07-01,60625,101714,home,4.101937319367196,360,748455,True,1.91,AP20187-2-52
1494,black,male,2017-09-01,60615,80500,auto,6.336350184070643,84,37916,True,1.15,AP20179-1-96
1495,black,female,2018-06-01,60615,66315,home,6.783510567664931,180,412888,False,1.82,AP20186-1-52
1496,white,female,2015-07-01,60614,20042,personal,11.946321260506764,18,680,False,0.13,AP20157-0-96
1497,white,male,2014-03-01,60614,185831,home,4.615892000948186,360,1235611,True,0.08,AP20143-2-22
1498,white,male,2014-12-01,60614,120232,home,1.6040175010327782,240,600766,True,0.12,AP201412-3-46
1499,white,female,2016-07-01,60614,93538,auto,4.193155525782287,72,107864,True,0.39,AP20167-0-40
1500,asian,male,2018-07-01,60625,72741,home,4.211823253227984,360,544873,True,1.91,AP20187-3-95
1501,white,female,2011-04-01,60625,53081,home,3.2822057539292824,360,397843,True,0.1,AP20114-0-10
1502,white,male,2013-06-01,60614,44827,home,3.1224055816497565,300,226966,True,0.09,AP20136-3-50
1503,other,male,2018-05-01,60625,104031,auto,7.138039841587146,72,99012,True,1.7,AP20185-2-87
1504,black,female,2013-12-01,60637,34689,home,2.205219747209413,240,254669,False,0.09,AP201312-0-84
1505,black,female,2015-04-01,60614,80023,auto,3.505364338847512,60,67923,True,0.12,AP20154-0-71
1506,black,male,2014-03-01,60623,7738,auto,4.421790638183337,60,20117,False,0.08,AP20143-2-38
1507,black,male,2013-02-01,60623,32678,home,2.8645773271661796,300,217309,False,0.15,AP20132-2-45
1508,asian,female,2018-03-01,60615,62109,home,5.276372064615409,180,479657,False,1.51,AP20183-3-100
1509,hispanic/latino,female,2012-05-01,60623,23579,auto,6.308602354751679,60,4745,False,0.16,AP20125-3-13
1510,black,female,2016-08-01,60626,80545,auto,6.942519537199261,60,22616,False,0.4,AP20168-2-81
1511,white,female,2017-06-01,60611,221123,auto,7.437385350335577,60,35835,True,1.04,AP20176-2-29
1512,hispanic/latino,female,2017-09-01,60625,50196,auto,6.40483590622307,72,3042,False,1.15,AP20179-2-81
1513,white,female,2014-05-01,60625,74075,home,4.367280709335872,360,535979,True,0.09,AP20145-1-52
1514,other,female,2014-12-01,60626,44845,personal,6.158126423804176,18,22866,True,0.12,AP201412-3-38
1515,hispanic/latino,male,2012-09-01,60625,146010,auto,3.1063042048647764,72,16668,True,0.14,AP20129-0-64
1516,black,male,2017-06-01,60626,17753,personal,17.405254683274812,18,6710,False,1.04,AP20176-2-45
1517,asian,female,2012-06-01,60614,154959,home,5.298093500357018,240,1088088,True,0.16,AP20126-1-83
1518,hispanic/latino,male,2013-10-01,60625,106854,auto,6.676260238356937,72,111346,True,0.09,AP201310-2-38
1519,white,male,2014-01-01,60615,49484,personal,7.508459639382845,12,17871,False,0.07,AP20141-2-70
1520,white,male,2016-07-01,60614,118838,auto,5.394975805074754,72,29721,True,0.39,AP20167-2-65
1521,other,female,2017-09-01,60625,80055,auto,5.5034646092958095,72,64751,True,1.15,AP20179-1-46
1522,white,male,2011-11-01,60626,104067,home,5.262746874321815,300,636047,True,0.08,AP201111-3-98
1523,hispanic/latino,male,2011-04-01,60626,37245,auto,4.2561414320932744,72,11281,False,0.1,AP20114-3-98
1524,hispanic/latino,male,2012-11-01,60625,41967,personal,13.539674855255367,12,15528,True,0.16,AP201211-1-7
1525,hispanic/latino,male,2012-01-01,60626,43572,auto,3.5179985337411974,60,24352,False,0.08,AP20121-0-19
1526,other,female,2018-07-01,60615,2469,personal,6.424756073620612,48,1036,False,1.91,AP20187-3-84
1527,asian,male,2016-02-01,60626,119767,personal,3.371652263293875,60,10753,False,0.38,AP20162-3-41
1528,other,male,2013-12-01,60614,173694,auto,4.524737787001809,84,27711,True,0.09,AP201312-2-36
1529,white,female,2017-10-01,60614,13682,personal,14.64791516512093,12,131,False,1.15,AP201710-1-28
1530,black,male,2014-06-01,60626,59291,home,3.40030855304779,180,407746,False,0.1,AP20146-0-95
1531,black,female,2015-04-01,60623,69169,home,1.57348432638124,360,475282,False,0.12,AP20154-3-63
1532,black,female,2012-06-01,60615,64850,home,1.9397397697601995,240,409166,False,0.16,AP20126-3-39
1533,black,female,2011-06-01,60614,85358,home,2.961596619324448,240,758326,False,0.09,AP20116-0-53
1534,black,female,2012-05-01,60623,72096,home,0.37957062504673045,180,549171,False,0.16,AP20125-1-28
1535,white,male,2017-01-01,60625,77993,home,6.349591793511484,300,585516,True,0.65,AP20171-1-37
1536,hispanic/latino,female,2018-03-01,60614,106919,home,2.804058648842733,240,803906,True,1.51,AP20183-0-78
1537,black,female,2016-06-01,60637,16608,auto,6.448290433302104,72,29240,False,0.38,AP20166-1-27
1538,white,male,2017-12-01,60626,58681,home,5.469107241090577,180,353605,False,1.3,AP201712-0-32
1539,asian,male,2013-01-01,60614,137169,home,3.0003162562528694,180,768266,True,0.14,AP20131-0-39
1540,black,male,2015-06-01,60637,24177,home,1.8144973586835014,300,207119,False,0.13,AP20156-3-47
1541,black,female,2013-02-01,60623,29652,personal,7.4192521951381565,48,14802,True,0.15,AP20132-0-48
1542,black,male,2013-04-01,60626,93649,home,3.1933526994548034,180,773215,False,0.15,AP20134-2-25
1543,other,male,2018-05-01,60614,59367,home,4.692789638021115,360,378451,True,1.7,AP20185-3-71
1544,white,female,2016-09-01,60626,41575,personal,11.66215910260419,18,9564,False,0.4,AP20169-1-26
1545,black,male,2015-02-01,60626,75502,auto,3.1357673979442686,72,10117,False,0.11,AP20152-1-44
1546,asian,male,2016-07-01,60625,57348,home,2.462188594814854,240,465508,False,0.39,AP20167-1-30
1547,black,male,2016-11-01,60637,64273,auto,6.054040727269825,72,47220,False,0.41,AP201611-1-45
1548,black,female,2016-11-01,60623,55809,auto,5.2580671006918305,72,10083,False,0.41,AP201611-3-41
1549,hispanic/latino,female,2016-12-01,60625,121356,home,5.934646581915239,240,948477,False,0.54,AP201612-2-47
1550,black,female,2017-10-01,60637,472,personal,13.359867265545867,12,113,False,1.15,AP201710-2-95
1551,asian,female,2014-10-01,60626,31293,personal,10.930661237460912,24,2274,False,0.09,AP201410-2-65
1552,other,male,2016-08-01,60614,23768,personal,8.697139722941232,48,4419,False,0.4,AP20168-2-67
1553,white,female,2016-02-01,60614,174855,personal,9.588382868584121,18,65898,True,0.38,AP20162-2-1
1554,other,male,2011-04-01,60626,60165,home,0.8744688196218443,360,541700,False,0.1,AP20114-2-74
1555,white,male,2016-06-01,60625,26495,auto,3.0668514849761928,60,20265,True,0.38,AP20166-0-69
1556,black,female,2012-09-01,60637,75996,personal,10.229206903321076,18,16604,True,0.14,AP20129-3-76
1557,asian,female,2018-11-01,60614,45561,home,4.91806281859983,180,351735,False,2.2,AP201811-2-64
1558,black,male,2017-05-01,60637,35955,home,6.5675081792696215,360,191525,False,0.91,AP20175-0-49
1559,black,female,2015-03-01,60623,48004,home,0.9608864435990406,360,294486,False,0.11,AP20153-1-68
1560,white,male,2016-02-01,60614,81750,home,3.751156552438665,360,394645,True,0.38,AP20162-2-47
1561,white,female,2018-01-01,60614,71669,auto,6.14692213793794,72,598,False,1.41,AP20181-3-54
1562,hispanic/latino,male,2016-10-01,60623,14098,auto,5.130249849185113,72,9777,False,0.4,AP201610-2-69
1563,black,male,2015-02-01,60615,23541,auto,5.287285249564474,84,6219,False,0.11,AP20152-2-21
1564,other,male,2017-06-01,60611,23620,auto,4.682662696001082,72,10067,True,1.04,AP20176-2-75
1565,white,female,2012-04-01,60625,77634,personal,3.6248200327199975,12,15118,False,0.14,AP20124-2-15
1566,hispanic/latino,female,2013-07-01,60623,5517,personal,8.58056274804337,60,162,False,0.09,AP20137-1-27
1567,white,female,2012-04-01,60625,37776,auto,3.920137953657758,84,21239,True,0.14,AP20124-1-74
1568,white,female,2016-10-01,60611,101572,auto,4.292939594215642,84,59273,True,0.4,AP201610-0-26
1569,other,female,2015-02-01,60614,77632,personal,11.986650980981082,18,11642,True,0.11,AP20152-1-46
1570,asian,female,2018-11-01,60611,81517,home,2.4803965038562232,180,555816,False,2.2,AP201811-2-79
1571,asian,female,2015-06-01,60611,103408,home,4.486626277302102,360,698761,True,0.13,AP20156-3-73
1572,asian,male,2016-11-01,60625,62249,auto,6.357858097792726,84,23913,True,0.41,AP201611-3-99
1573,hispanic/latino,female,2018-08-01,60625,26602,auto,8.267237829052192,72,17173,True,1.91,AP20188-0-31
1574,other,male,2016-12-01,60623,59981,home,1.6319969761205493,180,417932,False,0.54,AP201612-2-9
1575,white,female,2012-10-01,60625,76598,home,6.371833226911656,180,462101,False,0.16,AP201210-1-31
1576,white,female,2017-01-01,60614,120114,home,1.5410558842990945,360,1045349,True,0.65,AP20171-3-12
1577,hispanic/latino,male,2012-08-01,60623,26651,home,5.12314688560287,180,182380,False,0.13,AP20128-0-17
1578,other,female,2017-10-01,60626,13422,personal,9.920301900925258,60,1767,False,1.15,AP201710-3-34
1579,black,male,2015-12-01,60615,23075,auto,5.393699113273133,84,11906,False,0.24,AP201512-3-48
1580,black,non-binary,2017-07-01,60615,96901,home,4.554532472532118,240,714355,False,1.15,AP20177-2-10
1581,white,female,2018-08-01,60614,70719,personal,12.256992403903045,60,3448,True,1.91,AP20188-1-17
1582,white,female,2013-09-01,60614,188752,home,5.892440772955975,300,887460,True,0.08,AP20139-3-40
1583,black,male,2018-01-01,60623,39393,auto,6.124624580313045,84,10790,False,1.41,AP20181-3-19
1584,white,female,2015-02-01,60611,12326,auto,4.85793062833647,84,22795,True,0.11,AP20152-1-85
1585,black,male,2017-05-01,60623,36736,auto,4.167106974522257,72,67701,False,0.91,AP20175-0-48
1586,asian,female,2015-03-01,60626,44438,auto,4.643176597667231,60,10233,False,0.11,AP20153-2-24
1587,black,female,2016-12-01,60637,8638,auto,7.510152483179794,60,14899,False,0.54,AP201612-1-18
1588,black,female,2016-09-01,60623,1953,personal,8.675190939970411,48,85,False,0.4,AP20169-2-85
1589,black,female,2013-10-01,60615,32537,home,3.1981999280024445,180,180717,False,0.09,AP201310-0-82
1590,white,female,2012-11-01,60625,76914,personal,13.58122542436746,60,10670,True,0.16,AP201211-0-21
1591,black,male,2013-02-01,60615,16659,personal,6.705630123466971,48,4859,False,0.15,AP20132-2-69
1592,white,male,2013-09-01,60614,116158,home,4.070562192638854,300,740853,True,0.08,AP20139-3-17
1593,black,female,2013-09-01,60637,11042,auto,4.24205700699958,84,7018,False,0.08,AP20139-1-15
1594,black,female,2017-11-01,60623,10992,personal,18.993186546521198,60,1680,False,1.16,AP201711-1-42
1595,black,female,2015-04-01,60637,78477,auto,4.992119420583047,72,53778,False,0.12,AP20154-1-75
1596,black,male,2013-08-01,60611,114493,home,4.716991781131468,300,936099,True,0.08,AP20138-3-56
1597,white,female,2017-03-01,60614,44116,home,1.0244317923394939,300,309158,False,0.79,AP20173-3-79
1598,white,female,2018-07-01,60626,34016,auto,7.249037461776824,84,24869,False,1.91,AP20187-3-42
1599,white,male,2017-10-01,60625,93893,home,3.0369739730362304,300,586818,True,1.15,AP201710-1-83
1600,other,female,2017-04-01,60623,59651,auto,5.51372840328251,72,13457,False,0.9,AP20174-3-25
1601,asian,male,2017-01-01,60611,8799,personal,5.394036773228022,24,3729,False,0.65,AP20171-3-66
1602,other,male,2011-08-01,60614,101634,home,2.065931817750962,180,596261,True,0.1,AP20118-0-59
1603,asian,female,2017-01-01,60625,101458,home,2.5581454629739246,360,768638,True,0.65,AP20171-0-64
1604,black,female,2011-04-01,60615,37752,auto,5.342783510637652,60,49560,False,0.1,AP20114-1-14
1605,other,female,2014-05-01,60614,54800,home,1.0381427201505546,360,362175,False,0.09,AP20145-3-17
1606,white,male,2017-04-01,60625,11383,auto,4.872329727622404,84,20565,True,0.9,AP20174-3-96
1607,hispanic/latino,female,2016-07-01,60626,41081,auto,6.001622862470708,84,16814,False,0.39,AP20167-2-80
1608,black,female,2015-12-01,60615,60235,auto,5.766630652985116,60,51281,False,0.24,AP201512-1-66
1609,white,male,2015-09-01,60637,59189,auto,4.385638310766895,72,9114,False,0.14,AP20159-3-29
1610,white,female,2018-12-01,60614,34330,auto,6.417892932389332,72,39270,True,2.27,AP201812-2-17
1611,black,female,2016-02-01,60626,84093,home,4.446413792754753,360,717609,True,0.38,AP20162-3-12
1612,other,male,2017-08-01,60614,37110,auto,7.151175701454714,84,7906,True,1.16,AP20178-2-14
1613,black,male,2016-12-01,60626,47653,personal,16.001600424021685,18,3941,False,0.54,AP201612-0-66
1614,white,female,2018-09-01,60614,87615,auto,7.074857703300174,84,17356,True,1.95,AP20189-2-66
1615,black,female,2015-01-01,60637,8874,personal,12.621053054292343,48,3779,False,0.11,AP20151-3-7
1616,black,male,2011-09-01,60637,23907,home,1.198768312992859,360,149095,False,0.08,AP20119-1-16
1617,other,male,2012-12-01,60625,63387,home,0.30920022267400726,360,426936,False,0.16,AP201212-1-71
1618,black,male,2018-04-01,60637,17482,auto,6.630234361157719,84,11778,False,1.69,AP20184-3-52
1619,white,female,2017-06-01,60614,125529,home,1.5260022283385446,300,797813,True,1.04,AP20176-1-51
1620,black,female,2016-07-01,60637,74107,auto,6.300546391956646,72,4629,False,0.39,AP20167-3-58
1621,white,male,2014-09-01,60626,75420,home,9.265510236178223,240,636391,False,0.09,AP20149-0-19
1622,black,male,2016-01-01,60626,50128,auto,5.2224659039060235,72,33018,False,0.34,AP20161-3-39
1623,white,male,2018-12-01,60611,132352,auto,7.86516146942485,72,12012,True,2.27,AP201812-1-8
1624,white,male,2012-06-01,60611,12537,home,5.3536822088300156,360,84097,True,0.16,AP20126-3-26
1625,white,male,2013-10-01,60625,31678,auto,6.660811339415966,84,22861,True,0.09,AP201310-2-60
1626,white,male,2012-03-01,60615,119101,home,2.8382179366418407,360,558328,False,0.13,AP20123-3-16
1627,black,male,2018-01-01,60637,404,personal,18.63879238915095,48,93,False,1.41,AP20181-0-28
1628,white,male,2015-05-01,60611,77003,home,0.9511304421305818,360,656086,True,0.12,AP20155-0-75
1629,hispanic/latino,male,2017-04-01,60623,66261,home,1.3683471917151881,360,535112,False,0.9,AP20174-0-52
1630,white,male,2015-08-01,60625,67029,home,1.685351204896815,360,431666,True,0.14,AP20158-2-44
1631,other,female,2017-06-01,60626,38395,auto,7.4233453268856096,84,34613,False,1.04,AP20176-3-15
1632,white,male,2018-05-01,60615,45846,personal,17.347738712281565,12,7788,False,1.7,AP20185-3-28
1633,black,male,2016-05-01,60637,723,auto,5.705063766425471,60,15064,False,0.37,AP20165-2-91
1634,hispanic/latino,male,2017-01-01,60625,49364,personal,7.415755811304422,18,3753,False,0.65,AP20171-1-11
1635,black,male,2016-06-01,60615,87560,home,1.6690425280123797,360,712931,False,0.38,AP20166-3-47
1636,white,male,2013-10-01,60625,83534,home,1.9107207566494193,180,646734,False,0.09,AP201310-0-92
1637,other,female,2018-10-01,60611,133093,auto,7.7315529868975705,84,50252,True,2.19,AP201810-2-24
1638,other,male,2014-07-01,60626,102887,home,3.918834991686477,240,672550,False,0.09,AP20147-1-71
1639,hispanic/latino,male,2015-09-01,60623,81499,home,2.4250077205104748,360,631739,False,0.14,AP20159-1-40
1640,white,female,2016-01-01,60626,18009,personal,11.538293954102032,12,596,False,0.34,AP20161-1-53
1641,hispanic/latino,male,2018-05-01,60623,17057,personal,12.068717071339098,60,7330,True,1.7,AP20185-0-23
1642,other,female,2018-11-01,60637,48778,personal,15.16823100661123,12,440,False,2.2,AP201811-1-42
1643,black,female,2018-01-01,60626,61341,auto,5.97666557508935,60,11112,False,1.41,AP20181-2-96
1644,hispanic/latino,female,2012-11-01,60623,12083,auto,3.7206904099755387,72,4744,False,0.16,AP201211-0-41
1645,asian,female,2016-04-01,60625,35060,personal,13.762834867616393,24,14841,True,0.37,AP20164-3-58
1646,asian,female,2015-10-01,60625,72974,personal,12.298423547994204,12,29110,True,0.12,AP201510-1-7
1647,black,female,2013-11-01,60623,40162,personal,6.948582334084195,60,20839,True,0.08,AP201311-1-50
1648,white,male,2018-09-01,60614,130989,personal,14.217096893225813,60,39086,True,1.95,AP20189-1-6
1649,other,male,2012-01-01,60625,110491,home,3.553400219030786,300,827720,True,0.08,AP20121-3-97
