race,gender,date,zip,income,type,interest,term,principal,approved,adj_bls_2,id
asian,male,2018-12-01,60611,192611.0,personal,8.020613825524434,48,91263.0,True,2.27,AP201812-3-96
white,female,2012-10-01,60615,53654.0,home,1.393505587595962,360,373759.0,False,0.16,AP201210-0-62
white,,2018-08-01,60626,89048.0,home,,300,670408.0,False,1.91,AP20188-2-31
white,female,2016-06-01,60623,,home,5.335816516407118,300,595597.0,True,0.38,AP20166-1-24
white,female,2012-01-01,60625,51098.0,auto,6.45876167837196,84,18845.0,True,0.08,AP20121-2-75
asian,male,2018-01-01,60614,216018.0,home,6.893566970790326,300,1569965.0,True,1.41,AP20181-1-32
white,female,2018-01-01,60626,12974.0,auto,7.686284369209572,60,22838.0,False,1.41,AP20181-2-96
white,male,2017-06-01,60625,58438.0,auto,6.357666134275258,72,9818.0,True,1.04,AP20176-2-0
Black,male,2014-11-01,60615,43508.0,auto,4.50087724144649,72,42229.0,False,0.09,AP201411-1-26
other,female,2017-03-01,60637,87206.0,home,4.139761754121351,360,597573.0,False,0.79,AP20173-0-47
black,female,2013-07-01,60623,32505.0,auto,5.103096036217467,72,13395.0,False,0.09,AP20137-0-8
hispanic/latino,female,2015-09-01,60625,81260.0,home,3.465364282686667,240,580715.0,True,0.14,AP20159-2-18
hispanic/latino,male,2017-03-01,60623,66679.0,home,3.2837393246317697,360,554588.0,False,0.79,AP20173-3-18
white,male,2016-10-01,60625,39420.0,home,5.103724436867921,300,316667.0,True,0.4,AP201610-1-46
white,female,2017-01-01,60625,60982.0,auto,6.777444103147392,60,16656.0,True,0.65,AP20171-0-19
other,female,2016-03-01,60626,10742.0,auto,4.153833191955033,84,8566.0,False,0.36,AP20163-2-86
white,male,2018-02-01,60614,68697.0,auto,6.289209411907977,72,,True,1.42,AP20182-3-18
white,male,2018-04-01,60614,144934.0,home,4.484203880668378,360,1128051.0,True,1.69,AP20184-1-67
other,male,2014-02-01,60614,222212.0,home,3.3734548107645796,300,1764794.0,True,0.07,AP20142-3-64
other,female,2012-06-01,60626,96016.0,home,2.1880534357355605,240,773701.0,False,,AP20126-0-6
black,male,2018-09-01,60623,11027.0,personal,14.17189547895313,48,1604.0,False,1.95,AP20189-2-30
white,female,2011-01-01,60625,119107.0,auto,5.837204234940933,72,113274.0,True,0.17,AP20111-0-7
white,female,2017-08-01,60614,135404.0,auto,8.401878446766636,72,21175.0,True,,AP20178-0-11
white,female,2017-10-01,60611,40164.0,home,3.1750315348460965,360,313126.0,True,1.15,AP201710-2-10
other,male,2018-03-01,60626,14942.0,personal,16.97828379346736,24,2891.0,False,1.51,AP20183-1-37
white,female,2018-08-01,60614,,home,7.787057680268584,240,586518.0,True,1.91,AP20188-3-49
other,male,2011-09-01,60615,41059.0,auto,4.983595231547583,72,18737.0,False,0.08,AP20119-0-80
black,female,2016-10-01,60626,25428.0,auto,4.489334776847026,72,1694.0,False,0.4,AP201610-3-13
white,female,2015-12-01,60614,,auto,5.632168871362104,60,18194.0,True,0.24,AP201512-2-50
hispanic/latino,female,2016-07-01,60614,,auto,4.088952115558313,84,20846.0,True,0.39,AP20167-2-4
hispanic/latino,female,2018-04-01,60625,69597.0,home,4.2455792361443985,360,515471.0,True,1.69,AP20184-0-52
white,female,2015-03-01,60614,,home,1.3936860156477222,300,730767.0,True,0.11,AP20153-1-43
black,female,2013-06-01,60623,13115.0,personal,10.97677356040305,60,1354.0,False,0.09,AP20136-3-25
black,female,2016-12-01,60623,24222.0,auto,7.127213198521122,84,25790.0,False,0.54,AP201612-0-91
other,female,2013-11-01,60614,48153.0,auto,6.104403382462329,72,3262.0,False,0.08,AP201311-1-8
white,male,2016-10-01,60626,60422.0,home,1.0897649168907475,360,471177.0,False,0.4,AP201610-0-73
white,female,2013-10-01,60626,63569.0,home,1.698927360450565,180,,False,0.09,AP201310-3-62
black,female,2013-02-01,60614,69461.0,home,1.3793672071651395,180,441671.0,False,0.15,AP20132-3-23
hispanic/latino,female,2017-10-01,60625,,home,5.8151149588211695,360,849382.0,True,1.15,AP201710-1-3
black,female,2013-01-01,60637,34005.0,personal,8.788293365698385,12,2943.0,False,0.14,AP20131-1-84
black,female,2014-07-01,60615,86488.0,home,3.27000545928059,180,574487.0,False,0.09,AP20147-2-72
hispanic/latino,male,2016-11-01,60623,19035.0,personal,21.940383445818508,48,2327.0,True,0.41,AP201611-1-12
hispanic/latino,female,2018-11-01,60611,215520.0,home,4.216462511412975,360,1648544.0,True,2.2,AP201811-1-32
white,male,2014-07-01,60626,109010.0,home,3.3539711843106526,300,723815.0,False,0.09,AP20147-2-69
white,male,2018-01-01,60611,59173.0,home,5.7854056062355,240,448972.0,False,1.41,AP20181-0-13
white,male,2018-01-01,60625,65407.0,auto,7.326865460691918,72,58427.0,True,1.41,AP20181-3-3
other,male,2012-08-01,60626,124380.0,personal,8.423698754091534,18,20287.0,True,0.13,AP20128-3-12
white,male,2012-08-01,60637,67945.0,home,3.0123230507665624,300,388194.0,False,0.13,AP20128-2-71
white,female,2015-09-01,60614,120716.0,personal,14.34188578089965,48,68395.0,True,0.14,AP20159-0-2
black,male,2018-07-01,60611,156719.0,auto,6.665243330843022,72,23920.0,True,1.91,AP20187-2-21
black,female,2013-01-01,60626,1653.0,auto,4.6524750802765125,60,14896.0,False,0.14,AP20131-3-53
hispanic/latino,female,2014-09-01,60625,1738.0,auto,5.770985463979209,60,15063.0,False,0.09,AP20149-3-4
white,female,2017-03-01,60614,44118.0,personal,5.015949492855165,24,13088.0,False,0.79,AP20173-0-14
white,male,2017-03-01,60614,16434.0,personal,15.103617718733101,48,1527.0,False,0.79,AP20173-3-48
asian,female,2017-11-01,60614,57219.0,home,4.377376283823771,300,449735.0,True,1.16,AP201711-2-34
black,female,2017-08-01,60623,32293.0,auto,7.98784467415474,72,28595.0,False,1.16,AP20178-1-86
hispanic/latino,male,2018-12-01,60614,175730.0,personal,12.960794648239867,48,8983.0,True,2.27,AP201812-0-76
white,female,2011-01-01,60614,183049.0,auto,4.071159076474269,60,24897.0,True,0.17,AP20111-1-99
hispanic/latino,female,2017-09-01,60623,,auto,6.20674925354461,84,13231.0,False,1.15,AP20179-0-11
black,male,2012-03-01,60623,48650.0,home,4.490583047468333,240,346535.0,False,0.13,AP20123-3-91
black,male,2017-04-01,60637,52603.0,personal,11.521215078917328,24,1382.0,False,0.9,AP20174-3-19
hispanic/latino,female,2018-01-01,60625,32708.0,auto,7.167341498683271,72,10554.0,True,1.41,AP20181-0-35
white,female,2016-04-01,60614,,auto,5.493521752340993,60,24856.0,True,0.37,AP20164-1-58
white,female,2011-09-01,60611,174484.0,home,5.739322731133042,240,1255478.0,True,0.08,AP20119-1-20
white,male,2011-11-01,60615,137156.0,home,8.983582474581839,180,925093.0,False,0.08,AP201111-3-79
white,female,2017-02-01,60625,80197.0,auto,3.3600502212947334,72,52080.0,True,0.66,AP20172-2-42
other,female,2014-04-01,60614,29608.0,home,3.387274482712686,240,216487.0,True,0.09,AP20144-1-87
white,male,2016-09-01,60625,84287.0,auto,5.158056355676057,72,123959.0,True,0.4,AP20169-3-33
asian,male,2013-11-01,60625,132744.0,home,0.844516960866628,180,837922.0,False,0.08,AP201311-3-98
asian,female,2017-01-01,60625,82547.0,home,5.1035840891662865,360,632369.0,True,0.65,AP20171-0-42
black,male,2017-09-01,60626,13855.0,personal,9.573932067468283,24,670.0,False,1.15,AP20179-3-42
other,female,2014-04-01,60626,36337.0,home,1.2111965510805154,360,272290.0,False,0.09,AP20144-3-3
black,female,2015-11-01,60637,12208.0,auto,6.369503119522149,72,13168.0,False,0.12,AP201511-0-4
black,female,2018-11-01,60623,26718.0,auto,7.565165062502756,60,23844.0,False,2.2,AP201811-3-49
Black,female,2018-04-01,60637,51765.0,auto,5.13124330281554,72,23867.0,False,1.69,AP20184-1-32
white,female,2012-06-01,60626,16729.0,personal,16.7657132154635,48,,False,0.16,AP20126-0-19
hispanic/latino,female,2014-07-01,60623,31315.0,home,2.47561856172465,360,244177.0,False,0.09,AP20147-1-79
white,male,2018-06-01,60614,375779.0,auto,6.8818946158355985,72,183434.0,True,1.82,AP20186-3-11
hispanic/latino,male,2011-03-01,60614,350954.0,home,1.5876050291776305,180,2755855.0,False,0.14,AP20113-2-96
black,male,2012-10-01,60626,63159.0,home,1.626241337440588,360,377371.0,False,0.16,AP201210-0-34
hispanic/latino,female,2014-05-01,60614,238564.0,personal,3.375591205052455,24,37280.0,True,0.09,AP20145-0-36
black,female,2012-05-01,60623,13708.0,auto,4.958755426788712,72,7596.0,False,0.16,AP20125-0-81
black,male,2012-01-01,60626,57253.0,home,1.1340623981438434,180,389068.0,False,0.08,AP20121-1-37
White,male,2016-04-01,60614,29906.0,auto,6.763666861169427,60,41419.0,True,0.37,AP20164-0-89
black,female,2012-05-01,60615,10546.0,auto,6.054562765535171,60,18277.0,False,0.16,AP20125-1-39
white,female,2018-02-01,60611,,auto,,72,73652.0,True,1.42,AP20182-3-54
white,male,2012-02-01,60614,10038.0,home,0.8175565727967083,360,58098.0,False,0.1,AP20122-3-69
white,male,2014-06-01,60625,2454.0,auto,5.791141990840247,84,16196.0,False,0.1,AP20146-3-44
other,female,2014-12-01,60625,27619.0,auto,2.483015002432709,72,19492.0,True,0.12,AP201412-2-58
other,female,2017-12-01,60625,67073.0,personal,16.681383040282924,18,6881.0,False,1.3,AP201712-3-44
white,female,2013-06-01,60625,4048.0,personal,0.9618477031762344,48,853.0,False,0.09,AP20136-0-46
other,male,2018-07-01,60611,,personal,11.550268133934793,48,1765.0,False,1.91,AP20187-2-79
black,female,2015-03-01,60614,170587.0,home,1.9197132117187885,240,968364.0,True,0.11,AP20153-0-16
white,male,2017-10-01,60615,56500.0,auto,6.285129521658165,72,15874.0,False,1.15,AP201710-3-53
hispanic/latino,male,2016-05-01,60626,79242.0,personal,7.368406415302678,48,16999.0,True,0.37,AP20165-0-45
hispanic/latino,female,2017-11-01,60626,70127.0,home,2.0924841141168473,360,565719.0,False,1.16,AP201711-3-14
white,male,2015-11-01,60626,68262.0,home,2.612619549296814,360,574467.0,False,0.12,AP201511-3-49
black,female,2017-02-01,60637,1689.0,personal,17.76308158837384,60,419.0,False,0.66,AP20172-0-17
other,female,2017-04-01,60626,58238.0,auto,6.5095465328232,72,7887.0,False,0.9,AP20174-3-73
black,male,2017-10-01,60637,90369.0,auto,4.600628265278553,72,63635.0,False,1.15,AP201710-0-75
white,male,2012-07-01,60623,11460.0,auto,3.437288677571926,72,18354.0,False,0.16,AP20127-0-27
black,female,2011-03-01,60626,84050.0,home,0.2327582431105818,240,569848.0,False,0.14,AP20113-0-88
black,male,2012-02-01,60637,102800.0,home,1.8832173741747367,360,543684.0,False,0.1,AP20122-0-16
hispanic/latino,female,2013-11-01,60625,73703.0,home,2.256806404634441,180,493100.0,False,0.08,AP201311-0-42
black,male,2018-09-01,60637,151388.0,home,3.4101011113291078,240,688267.0,False,1.95,AP20189-1-47
black,male,2013-01-01,60623,70680.0,home,3.734646660009358,360,593774.0,False,0.14,AP20131-1-12
white,male,2011-12-01,60623,24302.0,personal,9.671746149711606,24,4985.0,False,0.07,AP201112-2-69
white,female,2013-12-01,60626,2268.0,personal,13.444028544622112,12,158.0,False,0.09,AP201312-1-48
hispanic/latino,male,2017-11-01,60623,73511.0,auto,6.719900780144497,72,5046.0,False,1.16,AP201711-0-29
other,male,2018-05-01,60611,,auto,7.927956283450357,84,36234.0,True,1.7,AP20185-0-87
black,male,2013-10-01,60623,26184.0,home,3.308953386627085,180,208097.0,False,0.09,AP201310-1-83
hispanic/latino,,2012-06-01,60623,31839.0,personal,12.922461811772989,18,8342.0,False,0.16,AP20126-3-78
white,male,2016-02-01,60625,16758.0,auto,5.421085091604683,84,5436.0,True,0.38,AP20162-0-25
black,female,2012-05-01,60623,22919.0,home,2.5867669377631954,360,144239.0,False,0.16,AP20125-2-99
white,female,2016-10-01,60614,147416.0,home,4.717767062958985,360,945281.0,True,0.4,AP201610-0-75
white,male,2016-12-01,60625,54578.0,home,6.216066214368671,300,,True,0.54,AP201612-3-8
hispanic/latino,male,2018-03-01,60623,23217.0,home,7.174082910746159,240,172589.0,False,1.51,AP20183-0-80
hispanic/latino,female,2018-03-01,60623,47398.0,home,2.2399249367152816,360,288192.0,False,1.51,AP20183-3-36
hispanic/latino,male,2016-10-01,60625,54357.0,auto,5.766337734231676,72,14500.0,True,0.4,AP201610-1-18
white,female,2011-10-01,60625,,home,4.18369033592756,360,632958.0,True,0.07,AP201110-3-62
black,female,2015-04-01,60637,49250.0,auto,6.001881460079474,72,3345.0,False,0.12,AP20154-1-32
asian,male,2012-10-01,60625,56662.0,auto,4.802867626807954,72,11264.0,True,0.16,AP201210-3-91
black,female,2012-08-01,60637,,personal,11.070697332680194,18,11292.0,False,0.13,AP20128-0-76
black,male,2011-12-01,60637,,personal,6.474602961462639,12,39.0,False,0.07,AP201112-0-35
white,male,2018-06-01,60626,,auto,5.927728036893923,84,45521.0,True,1.82,AP20186-3-95
black,male,2013-12-01,60637,66671.0,home,1.8389311552312024,360,374745.0,False,0.09,AP201312-1-1
white,male,2017-05-01,60614,162364.0,auto,6.681419636272718,72,54275.0,True,0.91,AP20175-0-65
Indian,female,2014-12-01,60615,66349.0,personal,5.519108322960841,12,11936.0,False,0.12,AP201412-0-17
hispanic/latino,female,2011-06-01,60623,8011.0,home,5.494031218923833,240,51418.0,False,0.09,AP20116-2-79
black,female,2011-07-01,60637,22971.0,personal,16.890072297884583,48,1890.0,False,0.07,AP20117-2-3
white,male,2012-11-01,60614,65316.0,home,0.8763134251089991,300,445924.0,False,,AP201211-2-78
black,male,2013-10-01,60626,76122.0,home,3.1389428588377504,240,506190.0,False,0.09,AP201310-1-31
white,male,2017-01-01,60614,172402.0,home,2.9781247363005265,360,1445533.0,True,0.65,AP20171-2-41
white,male,2012-09-01,60615,54707.0,home,3.1927382302887937,180,377751.0,False,0.14,AP20129-3-69
black,male,2017-10-01,60637,9706.0,personal,21.801356073888012,12,3279.0,False,1.15,AP201710-1-78
other,female,2011-09-01,60637,31841.0,home,2.902812737365235,360,221406.0,False,0.08,AP20119-1-27
black,male,2017-11-01,60623,48601.0,auto,5.548387755559841,72,37451.0,False,1.16,AP201711-0-0
other,male,2018-10-01,60611,237314.0,auto,7.155412186616752,72,7808.0,True,2.19,AP201810-3-24
Black,female,2017-10-01,60623,83946.0,home,3.269108038192878,360,602821.0,False,1.15,AP201710-0-11
black,male,2016-06-01,60637,,personal,15.108583486714181,12,22975.0,True,0.38,AP20166-2-7
hispanic/latino,female,2015-02-01,60626,,home,4.605052573505977,360,780522.0,True,0.11,AP20152-2-47
asian,male,2016-12-01,60625,29887.0,personal,11.483266675107064,48,8978.0,True,0.54,AP201612-3-56
black,male,2012-05-01,60637,58275.0,home,1.2768300094828036,180,351540.0,False,0.16,AP20125-3-72
black,male,2018-10-01,60637,27821.0,auto,7.665888400439119,72,6853.0,False,2.19,AP201810-1-87
white,male,2017-02-01,60625,17235.0,auto,5.193141923958622,60,28200.0,True,0.66,AP20172-0-10
other,male,2018-08-01,60625,105724.0,auto,5.455942028122037,84,22420.0,True,1.91,AP20188-0-9
black,female,2012-06-01,60615,41925.0,home,3.6394664021202345,180,302078.0,False,0.16,AP20126-2-33
white,male,2017-02-01,60626,53916.0,personal,12.983285869819886,24,222.0,False,,AP20172-2-33
black,male,2011-07-01,60615,39065.0,home,2.080720204958112,360,355270.0,False,0.07,AP20117-1-43
white,male,2015-03-01,60625,9324.0,auto,4.732799150951156,84,10050.0,True,0.11,AP20153-0-80
hispanic/latino,female,2012-06-01,60623,1018.0,auto,4.907960143235783,72,14345.0,False,0.16,AP20126-0-73
white,female,2018-05-01,60626,71330.0,auto,7.356257968343972,84,17671.0,True,1.7,AP20185-3-30
,male,2016-05-01,60626,65067.0,home,2.81026279455586,300,363739.0,False,0.37,AP20165-0-15
white,female,2018-03-01,60611,,personal,17.490933114746145,24,11756.0,True,1.51,AP20183-2-95
white,female,2018-12-01,60614,,auto,8.017414726295776,84,24531.0,True,2.27,AP201812-2-60
white,male,2016-10-01,60625,63239.0,home,4.444444507440741,240,484795.0,False,0.4,AP201610-1-59
hispanic/latino,male,2016-01-01,60625,22266.0,personal,7.800409705484133,48,1677.0,False,0.34,AP20161-0-10
,female,2014-12-01,60625,1066.0,personal,4.628581342282051,60,343.0,False,0.12,AP201412-2-62
black,female,2016-09-01,60623,42220.0,home,2.053852727017237,360,333343.0,False,0.4,AP20169-3-9
black,male,2012-08-01,60623,9011.0,personal,17.190644445768292,48,2129.0,False,0.13,AP20128-2-87
black,female,2018-04-01,60623,23603.0,home,5.288170640250954,360,180564.0,False,1.69,AP20184-2-6
black,male,2012-05-01,60623,4686.0,home,3.92874080368899,240,39136.0,False,0.16,AP20125-2-70
hispanic/latino,male,2012-08-01,60623,9817.0,personal,10.663944608217507,48,4810.0,True,0.13,AP20128-1-53
white,female,2015-06-01,60614,95246.0,home,3.5118119060498536,360,703897.0,True,0.13,AP20156-2-68
asian,male,2018-09-01,60637,58454.0,auto,6.553134253520513,60,44574.0,False,1.95,AP20189-0-71
white,,2016-09-01,60625,83719.0,auto,5.7750482938291965,84,52770.0,True,0.4,AP20169-0-20
white,female,2016-01-01,60625,63377.0,auto,5.084679008241854,60,67801.0,True,0.34,AP20161-1-79
hispanic/latino,male,2016-08-01,60615,66756.0,home,1.164839035892458,360,511300.0,False,0.4,AP20168-1-29
other,male,2017-11-01,60626,26229.0,personal,11.261682886979074,18,10280.0,False,1.16,AP201711-0-8
other,female,2016-03-01,60615,18772.0,auto,4.516204412082841,72,6793.0,False,0.36,AP20163-3-15
hispanic/latino,male,2018-03-01,60623,11774.0,personal,10.05843429801245,18,975.0,False,1.51,AP20183-2-2
hispanic/latino,female,2013-12-01,60614,175436.0,home,5.6239108300476,300,1033188.0,True,0.09,AP201312-2-80
other,female,2012-11-01,60625,864.0,personal,13.283787615471145,24,43.0,False,0.16,AP201211-1-99
hispanic/latino,male,2013-05-01,60623,52047.0,personal,8.696317683395334,60,22479.0,True,0.11,AP20135-2-49
black,male,2015-08-01,60615,26951.0,personal,11.58892824946364,18,2275.0,False,0.14,AP20158-3-49
other,male,2012-11-01,60625,70796.0,personal,5.817716860109506,12,1113.0,False,0.16,AP201211-1-79
white,male,2016-10-01,60615,164112.0,home,2.475958461827178,360,1333383.0,True,0.4,AP201610-2-100
black,male,2017-02-01,60637,84992.0,home,10.473044580854488,300,580026.0,True,0.66,AP20172-1-15
black,female,2018-03-01,60637,47736.0,personal,15.76264137206602,60,22964.0,True,1.51,AP20183-1-50
white,female,2015-02-01,60626,66302.0,home,0.6168472836780171,180,522284.0,False,0.11,AP20152-1-38
other,female,2015-09-01,60615,32748.0,personal,11.404238054872149,12,1246.0,False,0.14,AP20159-3-27
black,female,2018-02-01,60623,12135.0,personal,7.76377962831217,48,3472.0,False,1.42,AP20182-1-70
black,male,2013-08-01,60614,,auto,5.433410946943765,72,36710.0,True,0.08,AP20138-2-32
white,female,2016-05-01,60626,54671.0,auto,7.852903477648783,60,19569.0,False,0.37,AP20165-2-20
asian,female,2018-09-01,60614,144963.0,auto,7.668413477749401,84,244.0,False,1.95,AP20189-2-92
hispanic/latino,male,2018-09-01,60623,50472.0,auto,7.605114053687218,84,38123.0,False,,AP20189-1-10
other,male,2015-05-01,60623,40779.0,auto,6.613928433169894,72,14380.0,False,0.12,AP20155-0-35
black,male,2013-08-01,60637,9615.0,personal,12.351190936628772,24,3373.0,False,0.08,AP20138-1-63
Black,male,2015-01-01,60623,45743.0,auto,4.897622698832768,72,22249.0,False,0.11,AP20151-3-28
white,male,2018-05-01,60625,121106.0,auto,6.951666030292536,60,27025.0,True,1.7,AP20185-1-22
other,male,2015-09-01,60625,171.0,home,4.196506236229833,240,,False,0.14,AP20159-3-55
hispanic/latino,male,2017-11-01,60623,30544.0,auto,7.922317334421279,84,36018.0,False,1.16,AP201711-0-47
black,male,2013-09-01,60615,20014.0,auto,6.213190610847287,72,3552.0,False,0.08,AP20139-0-73
black,male,2018-03-01,60623,2589.0,personal,16.631311745454116,48,17.0,False,1.51,AP20183-3-3
hispanic/latino,female,2017-01-01,60625,32511.0,personal,18.359009604203322,12,6001.0,False,0.65,AP20171-3-44
other,male,2011-04-01,60623,16728.0,personal,11.369291583050646,18,1550.0,False,0.1,AP20114-0-58
hispanic/latino,male,2018-04-01,60623,31547.0,home,3.4261743643410356,240,265016.0,False,1.69,AP20184-0-45
